Label (1 = gold standard, 0 = negative)	Chromosome	Start	End	E003-H3K4me1.pval.signal.bigwig_mean	28736.Roadmap.SRS004212_Combined_Libraries_424.WGB-Seq.signal.bigWig_mean	E003-DNase.pval.signal.bigwig_mean	E003-H3K4me3.pval.signal.bigwig_mean	data/gc19_pc.prom.nr.bed_overlap	data/gc19_pc.3utr.nr.bed_overlap	data/gc19_pc.5utr.nr.bed_overlap	data/gc19_pc.cds.nr.bed_overlap	data/gc19_pc.ss.nr.bed_overlap	data/sensitive.nc.bed_overlap	data/ultra.conserved.hg19.bed_overlap	data/wgEncodeBroadHmmGm12878HMM.Heterochrom.bed_overlap	data/H1-ESC_Dixon2015-raw_TADs.bed_overlap
0	7	146253839	146254815	-0.21599551164416272	0.5559822782849471	-0.1245271595814849	-0.1082111714958927	2.1047367855088974	-0.2681615995874449	2.642534431856528	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	91840212	91840808	-0.18144782248138663	0.7107565877658178	0.031185476781676078	-0.07283424830075576	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	5	26026711	26028832	-0.42307368470711226	0.4289776728882825	-0.34011982700622095	-0.11450353582978691	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	3	28511595	28537146	-0.32049918545715744	0.24584330977371524	-0.28106466954207937	-0.10626592153976884	2.1047367855088974	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.5763546523410957	0.32729976212224104
0	19	53096015	53097618	-0.4373206117122157	0.4794145888624935	-0.28491441013937396	-0.12055056298913568	-0.487644948201204	0.5327477769590235	-0.38780808686692375	-0.47401427918727934	-0.7008173849176281	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	2	40764807	40772028	0.34317815948079017	0.36254205007150503	-0.2548479110190817	-0.10344045477872939	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.4804330860231763	0.32729976212224104
0	13	88469260	88472105	-0.34466673365603917	0.4718972561363776	-0.1289740606959839	-0.10905980721525006	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	12	2069969	2071786	-0.21269917540594865	0.4045378119058241	0.06336145039737998	-0.06710162579182316	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	22	50031103	50047669	0.07656259157869957	0.11570401191993722	0.06955948996781966	-0.11570150590435117	-0.4863930434644132	-0.2681615995874449	2.642534431856528	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	4	113225327	113232187	0.273642444961569	-0.22580502932175026	0.4757157092028527	-0.06572307397701851	-0.487644948201204	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	18	10462404	10462659	-0.4354698601336625	-3.4524117267636276	-0.3590730576814041	-0.1301634196428153	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	12	133762765	133764199	-0.35729129543186106	0.5502339095113197	-0.23678486290536294	-0.11164965393635239	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	3.4245959147563116	3.2256366897957087	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	6	139119584	139123672	-0.04028074980455504	0.3990411936647224	0.9492326655120618	-0.08540752367948996	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	61361925	61365001	-0.18521010138896996	0.44409705564919816	0.03396129457989151	-0.10539806967408483	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	16	12105217	12109804	-0.2530979729951494	0.2801025049308283	0.12576360580303267	-0.11759721757308808	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	-3.109281865583578
0	14	90829318	90829690	1.0770187167763732	-0.4839101362656406	0.2801774948586266	-0.12777857427341555	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	3	114488988	114490996	-0.4418962341109285	0.17954046992086956	-0.287493800823341	-0.10778876184275249	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	17407069	17411490	-0.37561310384450514	0.43556325649982713	-0.09298868388403081	-0.11093324775614805	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	2	242017590	242018331	-0.5598763352890842	-0.2000013274999952	3.808487283041176	-0.13544440487878717	-0.487644948201204	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	4	11880257	11898796	-0.2484040289125625	0.30327546455397636	-0.3094554001760853	-0.10868417160768737	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	11	118607714	118616631	0.7758367812797188	0.37652922488783613	0.18663893084063868	-0.1004872162523998	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	8	11642166	11645317	1.7344248555634987	0.3973437558311645	0.14120003283288615	-0.08922290934214018	-0.487644948201204	1.1605573100004236	-0.38780808686692375	0.3764216428000906	0.05187479916194343	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	12	132094079	132098818	0.17181933680186323	0.30617547403950596	0.20093014778786034	-0.11446444356062259	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	3	155595468	155615602	0.03269146578613016	0.3580235608658886	-0.26667101960866746	-0.09892094662881694	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	0.11153546818280939	-0.012380066748354868	-1.799645191320944	-3.109281865583578
0	4	55074371	55074570	0.3698110593048739	0.5955434433796046	-0.0621192819455589	-0.028507291598645415	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	12	38084722	38086524	-0.5232140232451895	-0.876543682565415	0.058190259637485746	-0.11205409028545839	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	3	11956506	11958084	0.28396983659940905	-0.21944938940393174	-0.14015886881875267	-0.1284315588397506	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	1	71718761	71731545	-0.2929298496393681	0.30926090807142537	-0.32810585203075215	-0.11226304573567338	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	2	76557061	76557292	-0.3259862980163455	0.16544786152590918	-0.47764637490070816	-0.14345201223527737	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	8	114197224	114197336	0.2694884592916978	-3.4524117267636276	-0.13095652552360038	-0.10867353143458121	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	2	49487430	49491516	0.1515546185770419	0.46461530398287565	-0.27451864010413946	-0.09095206145988778	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.04228794885311177	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	3	29558377	29569679	-0.10426201651497446	0.46026367987386213	-0.28096546222157887	-0.11343017805725951	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.05263237149253657	-0.012380066748354868	0.5714280673541464	0.32729976212224104
0	15	23177653	23183042	-0.5112379402146886	0.5526155421859674	-0.30260703858354676	-0.11752776065480249	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	7	36953181	36953317	0.24568867166535774	0.54893428225741	0.1722274674477167	-0.09323827859710031	-0.487644948201204	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	X	32298048	32298151	-0.5216564161706378	-3.4524117267636276	-0.3590730576814041	-0.12547130141636204	2.1047367855088974	3.9274518991184033	2.642534431856528	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	2	9534364	9537967	-0.3276122168724355	0.4885184847295194	-0.27588653796693174	-0.11601006284484845	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.005768336015367	0.32729976212224104
0	4	119322762	119322885	0.8296352821641859	0.6213827041996045	-0.1613979790405222	-0.015390427522065582	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	-3.109281865583578
0	3	8718398	8720102	0.10889696640961134	-0.25531477050234685	0.21096330050711817	-0.0908712664999048	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	4	80274238	80274462	2.077655546882084	-1.2592675070759483	6.510155743927462	-0.06370671152177239	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	55.89176677058459	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	5	109664943	109665189	-0.3773845706661115	0.32788197771286615	-0.25160774231455824	-0.10819724601358753	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	11	25245552	25255963	-0.4203301352003513	0.35570659342707023	-0.11595926949029269	-0.11194696329954927	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	17	20951047	20960427	1.202038855352247	0.23558314304660802	0.46338369071355767	-0.08936319306869568	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	-0.9347475224512416	-3.109281865583578
0	22	44564941	44566024	0.23891538923996783	0.32395519678478313	0.015835157622130926	-0.10485169075454044	-0.487644948201204	3.9274518991184033	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	15	61285472	61290849	0.06454283137844653	0.3299652701898456	-0.011460077827272012	-0.10952425199703218	2.1047367855088974	-0.2681615995874449	2.642534431856528	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	65650476	65651275	-0.4297048733589905	-3.4524117267636276	-0.15906575768945663	-0.1215770495299479	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	13	32477801	32494960	0.25410759332875493	0.04912493774989205	0.13216190138553277	-0.0944181829560696	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	-0.19612721896447263	0.32729976212224104
0	10	71085697	71086857	1.0228553061064685	-2.036488421751157	1.3346535521907923	-0.035359248099913726	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	16	78171653	78172364	-0.02652576441914578	0.2882801425231945	-0.19117452742020788	-0.12017929523647908	-0.487644948201204	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	14	105417077	105419864	-0.38908673787168446	0.26136595274458924	-0.20910435004464822	-0.11208163216239675	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	17094418	17101654	-0.32244796004347076	0.408773372487656	-0.10315042480124398	-0.10033152511539312	2.1047367855088974	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	4	79391949	79392640	-0.5128595434891475	0.35097761850444736	-0.3074225673386067	-0.0967317355343597	-0.487644948201204	3.9274518991184033	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	14	33755626	33758798	-0.016514306885246167	0.3852008506272562	0.012424228771260771	-0.11505597628105357	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	1	165469847	165474096	-0.2656984979400149	0.18847486417245596	-0.29238892156350466	-0.11220285264408049	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	0.8270951419257098	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	1	155509462	155520806	0.10437713429841529	0.5006275672736914	-0.23887227640147157	-0.09649109608932	-0.487644948201204	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	0.2209588305343541	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	11	49918694	49918894	-0.5224393490264773	-3.4524117267636276	-0.35810541981651384	-0.08292642251445388	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	86119391	86120022	0.5022399101733571	0.7087903908848956	-0.1284924127844232	-0.1004613766904023	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	4	70959706	71082055	-0.31495976311224944	0.3594301450420794	-0.3124040403144473	-0.10926244018881286	-0.39856883962232525	-0.10585672836353013	-0.3296527751442071	-0.4425028612356404	-0.480301090291227	0.031808056675093024	-0.012380066748354868	0.6062509288734951	0.32729976212224104
0	4	185767127	185769126	-0.21841638543973127	0.5453275861641006	-0.28117809389750764	-0.10476331750980267	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	20	49662112	49676182	-0.301072563157041	0.274845265951376	0.025092959736080927	-0.1117894027269738	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.05755293474998027	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	3	192901787	192904956	-0.43871718978512175	0.41124039884258495	-0.2764041605677159	-0.09914791679355786	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	12	102275878	102277121	-0.11236591977991271	0.2566997004598892	-0.03527910892918491	-0.09316223429936521	2.1047367855088974	-0.2681615995874449	-0.38780808686692375	1.3749166294524164	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	3	59022828	59052536	-0.0457534103765763	-0.17054533714243417	0.22336293889123804	0.26984888706725385	0.662643728712979	-0.2681615995874449	0.9364112001287627	0.18966550375443572	0.08746459271252437	-0.09490390955103498	-0.012380066748354868	0.37039113907577126	0.32729976212224104
0	10	6976973	6987503	0.39163445041189515	0.3716006984171926	-0.0319269579178515	-0.1193892894048924	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	7	125558483	125598974	-0.11083750735359686	0.3815129975358673	-0.11249914605424448	-0.09579725951007102	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.07071597908670732	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	16	77523358	77683773	-0.08813772683179893	0.31840771049475936	0.023332619555037022	-0.1062322997058276	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.003323306823937481	-0.012380066748354868	0.5930764101872641	-0.5296230013863631
0	1	153831851	153841494	0.35234953193965524	0.4785360985103803	-0.2530474573780366	-0.10590844040078093	-0.487644948201204	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	-1.799645191320944	0.32729976212224104
0	11	4807560	4911702	-0.2424644690341252	0.32571756939805335	-0.03812416565748298	-0.10546298493770882	2.2900882708770043	-0.2648580303560701	2.6466372750431377	-0.5732056940861189	1.224331163002234	-0.02654994520674121	-0.012380066748354868	0.6095068418718292	0.32729976212224104
0	6	140791908	140793825	-0.4824373199439426	0.3507909329104459	-0.23373954993842802	-0.10339893235530383	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	12	97811612	97816575	-0.19215477988763957	0.3621912839820112	-0.1058984913841475	-0.1132635497570973	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	22	38955892	38964805	-0.030055040892260514	0.48764662236460565	0.00201835264191917	-0.09058933283212031	0.68478754014003	-0.2681615995874449	-0.20285281589356402	1.249815593751158	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	1	17868275	17869946	2.1245955566845174	0.3805149982045416	-0.27140849145813795	-0.044046803464113715	2.1047367855088974	-0.2681615995874449	2.642534431856528	-0.6747626558514785	1.224331163002234	-0.09490390955103498	-0.012380066748354868	0.6141424117727214	0.32729976212224104
0	10	25115483	25121163	-0.41224569989177795	0.10087505599541716	-0.14581018129116363	-0.11501889212224024	-0.487644948201204	-0.2681615995874449	-0.38780808686692375	-0.6747626558514785	-0.7769743637912412	-0.09490390955103498	-0.012380066748354868	0.48197904125121965	0.32729976212224104
